cod_modelo_color,des_agrup_color_eng,des_sex,des_age,des_product_category,des_product_type
57061167-01,WHITE,Female,Adult,Tops,Top
57081167-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57074411-92,GREY,Female,Adult,Accesories_Swim_and_Intimate,Dressing Gown (Bata)
57005977-TO,BLUE,Female,Adult,Bottoms,Jeans
57067714-92,GREY,Female,Adult,Outerwear,Jacket
57031180-01,WHITE,Unisex,Adult,Home,Pillow Case
57005150-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Case
57084433-83,PINK,Female,Adult,Bottoms,Skirt
57057737-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Beanie
57005832-43,GREEN,Female,Adult,Tops,Sweater
67040290-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57067759-30,BROWN,Female,Adult,Tops,Blouse
43087766-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53060545-07,WHITE,Female,Adult,Tops,Top
51070618-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51073704-69,BLUE,Female,Adult,Bottoms,Skirt
53073708-70,RED,Female,Adult,Outerwear,Puffer_coat
41047807-20,ORANGE,Female,Adult,Tops,Blouse
53083713-05,WHITE,Female,Adult,Bottoms,Trousers
53070789-07,WHITE,Female,Adult,Tops,Top
53043732-01,WHITE,Female,Adult,Tops,T-Shirt
53073730-05,WHITE,Female,Adult,Tops,Cardigan
53071016-43,GREEN,Female,Adult,Tops,Top
53051046-02,WHITE,Female,Adult,Tops,Top
53063778-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Beanie
51065755-01,WHITE,Female,Adult,Outerwear,Jacket
53043738-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57004379-95,GREY,Female,Adult,Tops,T-Shirt
57085915-43,GREEN,Female,Adult,Bottoms,Skirt
57065929-99,GREY,Female,Adult,Bottoms,Trousers
57009207-06,WHITE,Female,Adult,Tops,Sweater
57004387-09,WHITE,Female,Adult,Tops,T-Shirt
57007694-09,WHITE,Female,Adult,Tops,Sweater
57007902-56,BLUE,Female,Adult,Tops,T-Shirt
67050100-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Headband
67060573-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Boots
47013258-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
47046315-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Ring
47056314-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57020035-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57040072-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57040081-10,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57000146-08,WHITE,Female,Adult,Bottoms,Trousers
57075947-08,WHITE,Female,Adult,Outerwear,Outer vest
57040297-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57001067-56,BLUE,Female,Adult,Tops,T-Shirt
57015961-02,WHITE,Female,Adult,Bottoms,Jeans
57096307-43,GREEN,Female,Adult,Bottoms,Skirt
57075968-35,BROWN,Female,Adult,Outerwear,Vest
57025988-99,GREY,Female,Adult,Bottoms,Trousers
57075987-99,GREY,Female,Adult,Outerwear,Vest
57096311-06,WHITE,Female,Adult,Tops,Cardigan
57097747-17,YELLOW,Female,Adult,Tops,Top
57099089-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57045812-91,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57018275-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
67040358-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
67050439-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ring
51060422-08,WHITE,Female,Adult,Bottoms,Trousers
53030621-18,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53060602-TN,GREY,Female,Adult,Bottoms,Skirt
53040644-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53000642-TM,BLUE,Female,Adult,Bottoms,Jeans
53083036-90,GREY,Female,Adult,Accesories_Swim_and_Intimate,Hairclip
53073713-37,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53050886-TM,BLUE,Female,Adult,Bottoms,Skirt
53020670-30,BROWN,Female,Adult,Tops,T-Shirt
53000586-TS,BLUE,Female,Adult,Bottoms,Jeans
53013756-79,RED,Female,Adult,Accesories_Swim_and_Intimate,Beanie
53000591-TU,GREY,Female,Adult,Bottoms,Jeans
53011088-02,WHITE,Female,Adult,Tops,T-Shirt
51065748-30,BROWN,Female,Adult,Outerwear,Blazer
51013052-11,YELLOW,Female,Adult,Tops,Blouse
53073793-99,GREY,Female,Adult,Bottoms,Trousers
53005786-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53097677-99,GREY,Female,Adult,Bottoms,Skirt
53075780-99,GREY,Female,Adult,Tops,Top
53015745-05,WHITE,Female,Adult,Tops,Sweater
57025908-17,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57062877-43,GREEN,Female,Adult,Outerwear,Vest
57017691-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57047659-99,GREY,Female,Adult,Bottoms,Trousers
67090509-09,WHITE,Female,Adult,Bottoms,Trousers
57018255-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57087693-OR,WHITE,Female,Adult,Tops,Cardigan
57008259-05,WHITE,Female,Adult,Tops,Sweater
57009212-78,RED,Female,Adult,Tops,Sweater
53033761-85,PINK,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47034034-52,BLUE,Female,Adult,Tops,Shirt
47057823-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
47055942-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47037836-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57030254-88,PINK,Female,Adult,Tops,T-Shirt
57050323-05,WHITE,Female,Kids,Dresses_jumpsuits_and_Complete_set,Dress
57030463-52,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050486-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57023802-95,GREY,Female,Adult,Bottoms,Leggings
57082525-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57062896-TC,BLUE,Female,Adult,Bottoms,Skirt
57004429-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
57050230-56,BLUE,Female,Adult,Tops,Top
57095971-56,BLUE,Female,Adult,Outerwear,Jacket
57025805-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57017718-08,WHITE,Female,Adult,Bottoms,Trousers
57067719-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57026008-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57096007-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57067731-99,GREY,Female,Adult,Bottoms,Skirt
57076020-07,WHITE,Female,Adult,Outerwear,Coat
57027745-81,PINK,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57098276-05,WHITE,Female,Adult,Bottoms,Trousers
53030651-15,YELLOW,Female,Adult,Tops,T-Shirt
53090774-02,WHITE,Female,Adult,Bottoms,Shorts
53033750-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53033047-99,GREY,Female,Adult,Tops,Blouse
53015758-09,WHITE,Female,Adult,Tops,Sweater
53075767-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51005035-79,RED,Female,Adult,Tops,Blouse
57016704-15,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Boots
57045907-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
53090930-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57084382-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57047890-99,GREY,Female,Adult,Tops,Blouse
57038255-30,BROWN,Female,Adult,Tops,Sweater
57037697-08,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57017689-09,WHITE,Female,Adult,Bottoms,Trousers
57027702-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
47065840-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bikini_Top
47067108-99,GREY,Female,Adult,Outerwear,Blazer
57040086-12,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Bucket bag
57012518-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
47088647-99,GREY,Female,Adult,Tops,Bodysuit
57050476-TM,BLUE,Female,Adult,Bottoms,Skirt
57055790-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Beanie
57045792-99,GREY,Female,Adult,Tops,Blouse
57014424-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Bucket bag
57085795-56,BLUE,Female,Adult,Bottoms,Skirt
57074424-09,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
57025801-95,GREY,Female,Adult,Tops,Sweater
57094424-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57015803-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57095798-05,WHITE,Female,Adult,Tops,Top
57047718-05,WHITE,Female,Adult,Outerwear,Jacket
57075804-11,YELLOW,Female,Adult,Bottoms,Skirt
57037723-30,BROWN,Female,Adult,Outerwear,Blazer
57027730-02,WHITE,Female,Adult,Tops,Blouse
57025809-36,BROWN,Female,Adult,Bottoms,Skirt
57046030-43,GREEN,Female,Adult,Tops,Shirt
57009123-02,WHITE,Female,Adult,Tops,Sweater
57097761-70,RED,Female,Adult,Tops,Blouse
53070624-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
53020587-81,PINK,Female,Adult,Bottoms,Skirt
51000640-99,GREY,Female,Adult,Tops,Top
51020639-99,GREY,Female,Adult,Tops,Top
53040644-37,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003738-05,WHITE,Female,Adult,Tops,Sweater
51033742-70,RED,Female,Adult,Tops,T-Shirt
53033765-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53073772-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
51085743-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53005753-69,BLUE,Female,Adult,Bottoms,Trousers
53055736-92,GREY,Female,Adult,Bottoms,Skirt
53065768-02,WHITE,Female,Adult,Tops,Shirt
51085034-37,BROWN,Female,Adult,Tops,Shirt
53053795-99,GREY,Female,Adult,Outerwear,Jacket
57005939-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57015927-05,WHITE,Female,Adult,Tops,Sweater
57029204-49,GREEN,Female,Adult,Outerwear,Blazer
53080640-43,GREEN,Female,Adult,Tops,Top
57037890-05,WHITE,Female,Adult,Tops,Cardigan
57027892-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
67050049-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
67040165-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53033761-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47117159-02,WHITE,Unisex,Adult,Home,Duvet_Covers
47074426-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ring
47045866-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57040133-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57040108-80,PINK,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57030253-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Pyjama
57050277-99,GREY,Female,Adult,Tops,Top
57050159-02,WHITE,Unisex,Adult,Home,Home Spray
57072882-99,GREY,Female,Adult,Bottoms,Skirt
57036713-08,WHITE,Female,Adult,Outerwear,Coat
47009012-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Bikini_Top
57075965-05,WHITE,Female,Adult,Bottoms,Skirt
57093808-99,GREY,Female,Adult,Tops,Top
57085976-40,GREEN,Female,Adult,Tops,Blouse
57005802-09,WHITE,Female,Adult,Tops,Sweater
57004436-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Citybag
57005804-05,WHITE,Female,Adult,Tops,Sweater
57096722-TN,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Overall
57005824-05,WHITE,Female,Adult,Tops,Sweater
57112889-98,GREY,Female,Adult,Beauty,Fragance
57046024-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Boots
57096021-68,PURPLE,Female,Adult,Bottoms,Skirt
57087747-17,YELLOW,Female,Adult,Tops,Cardigan
57087751-99,GREY,Female,Adult,Bottoms,Skirt
57059119-PL,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
43027739-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
43005027-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
41055822-08,WHITE,Female,Adult,Outerwear,Vest
43087779-01,WHITE,Female,Adult,Bottoms,Shorts
53030579-79,RED,Female,Adult,Accesories_Swim_and_Intimate,Belt
